City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
354,lompoc,34.6391,-120.4579,14.45,87,100,1698243341,US,1698243341
355,sao joao do paraiso,-15.3136,-42.0144,27.77,46,83,1698221707,BR,1698221707
356,serenje,-13.2325,30.2352,34.07,15,27,1698204488,ZM,1698204488
357,mossel bay,-34.1831,22.146,20.96,67,11,1698205089,ZA,1698205089
358,micheweni,-4.9667,39.8333,29.91,62,73,1698202622,TZ,1698202622
359,al qubbah,32.7616,22.2424,25.42,32,100,1698208938,LY,1698208938
360,hasaki,35.7333,140.8333,17.22,66,99,1698180673,JP,1698180673
361,newport,51.5877,-2.9984,13.07,88,93,1698216748,GB,1698216748
362,greenland,43.0362,-70.8328,11.59,91,20,1698232114,US,1698232114
363,san jose de guanipa,8.8872,-64.1651,24.87,86,16,1698228290,VE,1698228290
364,nyurba,63.2842,118.3319,-6.06,91,97,1698189674,RU,1698189674
365,yeosu,34.7546,127.6599,17.9,80,0,1698183765,KR,1698183765
366,new plymouth,-39.0667,174.0833,12.4,92,68,1698254570,NZ,1698254570
367,kalmunai,7.4167,81.8167,28.24,72,43,1698193177,LK,1698193177
368,coahuayana de hidalgo,18.7,-103.6583,22.82,92,88,1698238297,MX,1698238297
369,ljutomer,46.5208,16.1975,19.55,74,100,1698211550,SI,1698211550
370,tacurong,6.6833,124.6833,25.96,89,95,1698182851,PH,1698182851
371,kabinda,-6.1333,24.4833,30.19,51,75,1698206245,CD,1698206245
372,poronaysk,49.2167,143.1167,6.51,72,100,1698181352,RU,1698181352
373,nuuk,64.1835,-51.7216,-1.66,74,75,1698230812,GL,1698230812
374,taksimo,56.3444,114.8794,-6.18,67,49,1698189104,RU,1698189104
375,riobamba,-1.6667,-78.6333,10.03,92,100,1698231220,EC,1698231220
376,kimbe,-5.5502,150.1429,23.99,92,97,1698176123,PG,1698176123
377,princeville,45.7668,-61.2985,9.68,93,40,1698230090,CA,1698230090
378,concordia,-31.393,-58.0209,13.21,90,1,1698224526,AR,1698224526
379,yinchuan,38.4681,106.2731,18.05,17,78,1698189183,CN,1698189183
380,moyynkum,44.2914,72.9469,20.16,32,98,1698197695,KZ,1698197695
381,kiknur,57.3034,47.2011,0.92,84,69,1698205532,RU,1698205532
382,bayganin,48.6947,55.8742,5.64,69,100,1698202254,KZ,1698202254
383,daru,-9.0763,143.2092,23.26,72,87,1698177604,PG,1698177604
384,tucurui,-3.7661,-49.6725,28.45,61,50,1698224162,BR,1698224162
385,plasencia,40.0312,-6.0885,19.06,88,99,1698216297,ES,1698216297
386,burabay,53.0838,70.3138,6.03,79,100,1698199330,KZ,1698199330
387,angaur state,6.906,134.13,28.38,77,71,1698180595,PW,1698180595
388,zhosaly,45.4878,64.0781,19.39,43,100,1698199942,KZ,1698199942
389,melfort,52.8667,-104.6177,-8.93,79,17,1698241338,CA,1698241338
390,saipan,15.1355,145.701,28.39,83,20,1698178243,MP,1698178243
391,sarmiento,-45.5882,-69.07,10.81,49,1,1698225894,AR,1698225894
392,itoman,26.1247,127.6694,25.43,69,75,1698183192,JP,1698183192
393,masally,39.0,48.6667,21.96,66,74,1698203061,AZ,1698203061
394,zhigalovo,54.8097,105.1578,-1.49,54,95,1698191203,RU,1698191203
395,isola di capo rizzuto,38.96,17.0933,23.99,73,0,1698210641,IT,1698210641
396,kupang,-10.1667,123.5833,29.32,70,20,1698182256,ID,1698182256
397,shingu,33.7333,135.9833,15.07,88,0,1698181693,JP,1698181693
398,mascara,35.3966,0.1403,20.51,43,2,1698214436,DZ,1698214436
399,karratha,-20.7377,116.8463,31.12,36,0,1698183284,AU,1698183284
400,cabo san lucas,22.8909,-109.9124,23.75,65,34,1698240040,MX,1698240040
401,maintirano,-18.0667,44.0167,29.74,64,1,1698200911,MG,1698200911
402,i-n-salah,27.1935,2.4607,35.39,16,100,1698213321,DZ,1698213321
403,ascension,30.2169,-90.9001,21.67,93,75,1698235934,US,1698235934
404,san patricio,28.017,-97.5169,27.13,83,5,1698237379,US,1698237379
405,south hedland,-20.4089,118.5983,28.96,61,0,1698182883,AU,1698182883
406,strezhevoy,60.7333,77.5889,-0.58,73,100,1698198880,RU,1698198880
407,gizo,-8.103,156.8419,27.76,79,100,1698174384,SB,1698174384
408,sydney mines,46.2367,-60.2177,9.44,93,75,1698229879,CA,1698229879
409,sorong,-0.8833,131.25,26.8,79,100,1698180893,ID,1698180893
410,igarka,67.4667,86.5833,-6.15,96,99,1698198581,RU,1698198581
411,tralee,52.2704,-9.7026,10.14,93,75,1698218449,IE,1698218449
412,tulun,54.5611,100.5792,2.06,50,100,1698192266,RU,1698192266
413,martil,35.6166,-5.2752,23.98,53,40,1698215753,MA,1698215753
414,ikom,5.9667,8.7063,31.02,65,100,1698210650,NG,1698210650
415,mount pearl,47.5166,-52.7813,6.64,89,75,1698228228,CA,1698228228
416,yardimli,38.9206,48.2372,17.43,59,65,1698203158,AZ,1698203158
417,bayanhongor,46.7167,100.1167,-0.49,28,56,1698191410,MN,1698191410
418,bamboo flat,11.7,92.7167,27.05,83,75,1698190781,IN,1698190781
419,tiruchchendur,8.4833,78.1167,31.16,66,26,1698194119,IN,1698194119
420,yuktae-dong,40.0247,128.1597,15.64,68,1,1698184052,KP,1698184052
421,east london,-33.0153,27.9116,21.52,64,20,1698203796,ZA,1698203796
422,mahina,-17.5065,-149.489,25.87,73,100,1698247366,PF,1698247366
423,mil'kovo,55.6078,37.7956,-0.27,49,7,1698207514,RU,1698207514
424,ampara,7.2833,81.6667,28.07,75,38,1698193206,LK,1698193206
425,mananjary,-21.2167,48.3333,28.84,67,2,1698199690,MG,1698199690
426,toamasina,-18.1667,49.3833,29.0,79,20,1698199618,MG,1698199618
427,ambon,-3.6954,128.1814,27.15,95,20,1698181487,ID,1698181487
428,bubaque,11.2833,-15.8333,28.2,75,100,1698216814,GW,1698216814
429,nogliki,51.8333,143.1667,3.52,64,1,1698181657,RU,1698181657
430,la passe,45.5549,-0.8967,17.23,88,85,1698215558,FR,1698215558
431,shibirghan,36.6676,65.7529,28.95,15,81,1698198774,AF,1698198774
432,kondopoga,62.2057,34.2614,-0.17,72,13,1698209628,RU,1698209628
433,porto novo,6.4965,2.6036,31.72,59,96,1698212142,BJ,1698212142
434,rzhev,56.2624,34.3282,0.73,59,47,1698208452,RU,1698208452
435,skikda,36.8762,6.9092,23.87,49,54,1698212922,DZ,1698212922
436,polyarnyy,69.1989,33.4478,-1.91,92,76,1698212063,RU,1698212063
437,grand falls-windsor,48.9332,-55.6649,5.84,90,95,1698229080,CA,1698229080
438,yung shue wan,22.2333,114.1167,27.04,79,96,1698186216,HK,1698186216
439,viedma,-40.8135,-62.9967,12.67,53,4,1698224933,AR,1698224933
440,at-bashi,41.1702,75.8106,13.08,34,2,1698196723,KG,1698196723
441,saint-louis,16.3333,-15.0,36.43,19,100,1698216883,SN,1698216883
442,gulf shores,30.246,-87.7008,23.36,72,20,1698235167,US,1698235167
443,zhenlai,45.8495,123.2973,12.42,24,35,1698185752,CN,1698185752
444,merizo village,13.2658,144.6691,28.32,96,54,1698178392,GU,1698178392
445,jinshi,29.6049,111.8701,16.41,97,100,1698187204,CN,1698187204
446,atasu,48.6814,71.6433,12.01,51,100,1698198464,KZ,1698198464
447,buulobarde,3.8538,45.5674,33.58,40,57,1698201696,SO,1698201696
448,corinto,37.9407,22.9573,23.83,44,97,1698209151,GR,1698209151
449,chonchi,-42.6128,-73.8092,5.07,89,30,1698227349,CL,1698227349
450,arkhangel'sk,64.5401,40.5433,1.18,83,42,1698208719,RU,1698208719
451,ghanzi,-21.5667,21.7833,37.2,5,0,1698206038,BW,1698206038
452,plano,33.0198,-96.6989,22.21,87,100,1698237519,US,1698237519
453,egilsstadir,65.2653,-14.3948,0.95,93,40,1698222146,IS,1698222146
454,natchitoches,31.7668,-93.1335,22.47,94,100,1698236575,US,1698236575
455,pisco,-13.7,-76.2167,20.03,83,100,1698230003,PE,1698230003
456,tsiombe,-25.3,45.4833,23.57,78,100,1698200120,MG,1698200120
457,independence,39.0911,-94.4155,18.4,96,100,1698237434,US,1698237434
458,shamakhi,40.6314,48.6414,16.58,64,88,1698203203,AZ,1698203203
459,corner brook,48.9667,-57.9484,7.16,91,97,1698229632,CA,1698229632
460,kirtipur,27.6667,85.2833,21.96,49,20,1698193465,NP,1698193465
461,opuwo,-18.0607,13.84,37.88,8,8,1698208151,NA,1698208151
462,santa ines,-3.6667,-45.38,28.09,66,86,1698223137,BR,1698223137
463,puerto colombia,10.9878,-74.9547,26.05,81,40,1698230990,CO,1698230990
464,kardla,58.9978,22.7492,1.7,67,98,1698211716,EE,1698211716
465,lucapa,-8.4192,20.7447,33.4,39,97,1698207023,AO,1698207023
466,arteche,12.2645,125.4048,26.78,86,80,1698182964,PH,1698182964
467,kalabo,-14.97,22.6814,40.16,16,6,1698206205,ZM,1698206205
468,esquel,-42.9,-71.3167,4.44,70,4,1698226722,AR,1698226722
469,enewetak,11.3474,162.3373,28.69,78,93,1698174052,MH,1698174052
470,'ayn al 'arab,36.8932,38.3651,27.27,29,0,1698205369,SY,1698205369
471,kilindoni,-7.9139,39.6668,27.73,76,60,1698202509,TZ,1698202509
472,amga,60.8953,131.9608,-5.59,95,100,1698185841,RU,1698185841
473,gordonvale,-17.0936,145.7842,23.88,93,2,1698176552,AU,1698176552
474,mana,5.6592,-53.7767,28.29,76,90,1698225630,GF,1698225630
475,caleta de carquin,-11.0925,-77.6267,18.63,92,100,1698230484,PE,1698230484
476,portland,45.5234,-122.6762,8.8,94,99,1698244810,US,1698244810
477,kibre mengist,5.8833,38.9833,20.34,85,93,1698203379,ET,1698203379
478,gaiman,-43.2897,-65.4929,14.89,31,0,1698225285,AR,1698225285
479,minden,52.2833,8.9167,12.02,84,75,1698213976,DE,1698213976
480,bocas del toro,9.3333,-82.25,23.39,89,100,1698232654,PA,1698232654
481,dar chioukh,34.8964,3.4854,18.11,38,10,1698213595,DZ,1698213595
482,papao,-17.75,-149.55,25.82,76,85,1698247367,PF,1698247367
483,tudela,42.0617,-1.6045,16.5,52,85,1698215397,ES,1698215397
484,gadzhiyevo,69.2551,33.3362,-2.31,93,73,1698212115,RU,1698212115
485,bruino,45.0099,7.4842,19.44,79,20,1698213490,IT,1698213490
486,agios nikolaos,35.1914,25.7133,25.43,69,74,1698208279,GR,1698208279
487,juneau,58.3019,-134.4197,1.23,74,20,1698249368,US,1698249368
488,lerwick,60.1545,-1.1494,10.0,81,81,1698217690,GB,1698217690
489,at taj,24.2049,23.2857,28.85,24,0,1698208139,LY,1698208139
490,nantucket,41.2835,-70.0995,15.0,94,0,1698231780,US,1698231780
491,davos,46.8043,9.8372,9.08,71,82,1698213108,CH,1698213108
492,licheng,23.2955,113.8284,26.5,75,91,1698186347,CN,1698186347
493,warman,52.3168,-106.5679,-8.84,85,0,1698241732,CA,1698241732
494,al jawf,29.5,38.75,28.54,29,0,1698204755,SA,1698204755
495,zarzis,33.504,11.1122,26.95,68,100,1698211663,TN,1698211663
496,manta,-0.95,-80.7333,23.88,88,100,1698231761,EC,1698231761
497,richfield,44.8833,-93.283,11.21,96,100,1698237685,US,1698237685
498,belmonte,-15.8631,-38.8828,26.93,71,58,1698220925,BR,1698220925
499,denizli,37.8402,29.0698,28.94,19,84,1698207675,TR,1698207675
500,newman,37.3138,-121.0208,13.36,84,10,1698243680,US,1698243680
501,pontianak,-0.0333,109.3333,27.99,78,40,1698186196,ID,1698186196
502,regina,50.4501,-104.6178,-10.54,87,75,1698241023,CA,1698241023
503,concepcion,-36.827,-73.0498,7.89,100,75,1698227702,CL,1698227702
504,tanumah,27.1,44.1333,32.0,21,61,1698203310,SA,1698203310
505,cestos city,5.46,-9.5828,27.45,75,100,1698215013,LR,1698215013
506,iperu,6.91,3.6656,31.65,58,92,1698211908,NG,1698211908
507,tisul',55.7611,88.3122,4.46,81,100,1698195397,RU,1698195397
508,rabaul,-4.1967,152.1721,26.66,78,98,1698175705,PG,1698175705
509,turtas,58.9417,69.1325,-0.16,63,100,1698200555,RU,1698200555
510,gaspe,48.8334,-64.4819,5.95,87,100,1698231187,CA,1698231187
511,nguigmi,14.2495,13.1092,34.0,18,21,1698210024,NE,1698210024
512,kingston,17.997,-76.7936,25.12,98,67,1698231809,JM,1698231809
513,kavieng,-2.5744,150.7967,27.15,81,100,1698176117,PG,1698176117
514,runka,12.4479,7.3092,35.06,9,68,1698211321,NG,1698211321
515,shasta lake,40.6804,-122.3708,18.4,43,100,1698244282,US,1698244282
516,pandan,14.0453,124.1694,27.15,86,87,1698183354,PH,1698183354
517,rio grande,-32.035,-52.0986,17.06,74,83,1698223059,BR,1698223059
518,taperoa,-7.2075,-36.8267,24.21,59,75,1698220901,BR,1698220901
519,khanty-mansiysk,61.0042,69.0019,-0.94,55,40,1698201003,RU,1698201003
520,renqiu,38.6989,116.0936,21.49,22,6,1698186842,CN,1698186842
521,ak'ordat,15.5486,37.8867,34.93,26,99,1698204146,ER,1698204146
522,ta`u,-14.2336,-169.5144,25.97,77,80,1698252357,AS,1698252357
523,diepholz,52.6,8.3667,12.07,85,75,1698214151,DE,1698214151
524,fale old settlement,-9.3852,-171.2468,28.42,77,11,1698339418,TK,1698339418
525,bengkulu,-3.8004,102.2655,24.99,91,98,1698187701,ID,1698187701
526,korsakov,46.6328,142.7813,9.91,94,2,1698181151,RU,1698181151
527,buurhakaba,2.8026,44.0781,33.5,40,72,1698202000,SO,1698202000
528,flin flon,54.7682,-101.865,-5.09,74,20,1698240951,CA,1698240951
529,pacasmayo,-7.4006,-79.5714,18.95,90,100,1698231147,PE,1698231147
530,humaita,-7.5061,-63.0208,26.06,79,100,1698227170,BR,1698227170
531,hafnarfjordur,64.0671,-21.9377,8.93,71,75,1698223616,IS,1698223616
532,dien bien phu,21.3833,103.0167,24.61,81,39,1698188833,VN,1698188833
533,veraval,20.9,70.3667,32.05,43,5,1698196643,IN,1698196643
534,jos,9.9167,8.9,28.49,20,88,1698210807,NG,1698210807
535,gamba,-2.65,10.0,23.57,95,100,1698209900,GA,1698209900
536,darwin,-12.4611,130.8418,29.99,69,0,1698180392,AU,1698180392
537,borcea,44.3333,27.75,25.89,34,97,1698208556,RO,1698208556
538,pangkalan brandan,4.0238,98.2782,26.11,84,46,1698189054,ID,1698189054
539,berdigestyakh,62.0989,126.6992,-5.4,98,100,1698187374,RU,1698187374
540,harstad,68.799,16.5293,4.23,97,100,1698215963,NO,1698215963
541,porto san giorgio,43.1827,13.7934,23.89,50,98,1698211800,IT,1698211800
542,aykhal,66.0,111.5,-10.21,93,97,1698192087,RU,1698192087
543,wagar,16.1525,36.2032,36.8,27,24,1698204582,SD,1698204582
544,malabar,-33.9667,151.25,18.4,70,75,1698174145,AU,1698174145
545,san julian,21.0167,-102.1667,13.19,75,100,1698238071,MX,1698238071
546,leava,-14.3,-178.1667,26.6,80,91,1698254429,WF,1698254429
547,quelimane,-17.8786,36.8883,38.32,27,0,1698202632,MZ,1698202632
548,coaldale,49.7167,-112.6185,-9.47,85,100,1698242856,CA,1698242856
549,santa ana,33.7456,-117.8678,19.28,83,100,1698242654,US,1698242654
550,damghan,36.1683,54.348,22.36,27,100,1698201475,IR,1698201475
551,izazi,-7.2,35.7333,37.28,21,87,1698203490,TZ,1698203490
552,sariyahsi,38.9835,33.8414,24.79,24,64,1698206620,TR,1698206620
553,fada,9.5667,8.3,31.26,25,81,1698210932,NG,1698210932
554,lonar,19.9833,76.5333,28.56,30,12,1698195111,IN,1698195111
555,nkoteng,4.5167,12.0333,22.59,94,100,1698209777,CM,1698209777
556,smithers,54.7804,-127.1743,-10.82,85,0,1698247036,CA,1698247036
557,kapa'a,22.0752,-159.319,22.99,83,0,1698251853,US,1698251853
558,hastings,50.8552,0.5729,15.55,36,95,1698215797,GB,1698215797
559,ghadamis,30.1337,9.5007,32.5,14,100,1698211820,LY,1698211820
560,hugo,45.16,-92.9933,11.11,96,100,1698237643,US,1698237643
561,bahia de kino,28.8333,-111.9333,17.18,56,0,1698240893,MX,1698240893
562,kirensk,57.7853,108.1119,0.54,47,100,1698190974,RU,1698190974
563,hilo,19.7297,-155.09,24.03,92,100,1698250702,US,1698250702
